id,name,brand,product_type,price,quantity,description,battery_life,features,connectivity,movement_type,power_reserve,water_resistant
791,Citizen Voyager 641 Pro,Citizen,mechanical,12222010,28,Mẫu Citizen Voyager 641 Pro của Citizen - thiết kế cổ điển.,,,,automatic,48.0,0.0
792,Bulova Voyager 215 Edition,Bulova,mechanical,3343259,81,Mẫu Bulova Voyager 215 Edition của Bulova - thiết kế cổ điển.,,,,manual,36.0,0.0
793,Bulova Master 566 Line,Bulova,electronic,10067657,72,Mẫu Bulova Master 566 Line của Bulova - thiết kế hiện đại.,7.0,nfc;heart_rate;step_counter;gps;music_control,wifi,,,
794,Movado Elite 903 Z,Movado,mechanical,11069034,35,Mẫu Movado Elite 903 Z của Movado - thiết kế cổ điển.,,,,automatic,80.0,0.0
795,Skagen Voyager 259 Z,Skagen,mechanical,13304978,0,Mẫu Skagen Voyager 259 Z của Skagen - thiết kế cổ điển.,,,,manual,72.0,0.0
796,Casio Urban 443 X,Casio,electronic,4473516,87,Mẫu Casio Urban 443 X của Casio - thiết kế hiện đại.,5.0,notifications;nfc;step_counter;heart_rate,wifi,,,
797,Patek Philippe Pilot 460 Lite,Patek Philippe,mechanical,574810,24,Mẫu Patek Philippe Pilot 460 Lite của Patek Philippe - thiết kế cổ điển.,,,,manual,36.0,0.0
798,Timex Heritage 981 Series,Timex,electronic,13796431,25,Mẫu Timex Heritage 981 Series của Timex - thiết kế hiện đại.,2.0,step_counter;heart_rate;sleep_tracking,bluetooth,,,
799,Patek Philippe Classic 607 Lite,Patek Philippe,mechanical,12687360,31,Mẫu Patek Philippe Classic 607 Lite của Patek Philippe - thiết kế cổ điển.,,,,automatic,48.0,1.0
800,Casio Urban 533 Line,Casio,electronic,14181440,99,Mẫu Casio Urban 533 Line của Casio - thiết kế hiện đại.,5.0,notifications;music_control;heart_rate;waterproof;sleep_tracking,bluetooth,,,
801,Casio Heritage 321 Series,Casio,electronic,11848370,7,Mẫu Casio Heritage 321 Series của Casio - thiết kế hiện đại.,10.0,heart_rate;nfc;step_counter;waterproof,bluetooth,,,
802,Casio Pilot 54 Pro,Casio,mechanical,12823975,51,Mẫu Casio Pilot 54 Pro của Casio - thiết kế cổ điển.,,,,automatic,60.0,0.0
803,Citizen Eco-Drive Voyager 11 S,Citizen Eco-Drive,mechanical,6066840,54,Mẫu Citizen Eco-Drive Voyager 11 S của Citizen Eco-Drive - thiết kế cổ điển.,,,,automatic,42.0,0.0
804,Seiko Apex 530 Lite,Seiko,electronic,9023294,13,Mẫu Seiko Apex 530 Lite của Seiko - thiết kế hiện đại.,1.0,gps,wifi,,,
805,Tissot Pilot 263 Lite,Tissot,electronic,6604602,92,Mẫu Tissot Pilot 263 Lite của Tissot - thiết kế hiện đại.,5.0,nfc;gps;music_control;heart_rate,bluetooth,,,
806,Movado Heritage 526 Lite,Movado,mechanical,5012229,69,Mẫu Movado Heritage 526 Lite của Movado - thiết kế cổ điển.,,,,automatic,40.0,0.0
807,Tag Heuer Prime 378 Edition,Tag Heuer,mechanical,8006369,84,Mẫu Tag Heuer Prime 378 Edition của Tag Heuer - thiết kế cổ điển.,,,,automatic,36.0,1.0
808,Skagen Classic 433 Lite,Skagen,electronic,3333403,25,Mẫu Skagen Classic 433 Lite của Skagen - thiết kế hiện đại.,7.0,gps;nfc,wifi,,,
809,Longines Voyager 710 Lite,Longines,electronic,12854126,72,Mẫu Longines Voyager 710 Lite của Longines - thiết kế hiện đại.,3.0,step_counter;waterproof;nfc;gps;heart_rate,gps,,,
810,Casio Apex 225 Edition,Casio,electronic,9762122,88,Mẫu Casio Apex 225 Edition của Casio - thiết kế hiện đại.,2.0,waterproof;gps;notifications;nfc,gps,,,
811,Hamilton Classic 372 Edition,Hamilton,mechanical,1569102,3,Mẫu Hamilton Classic 372 Edition của Hamilton - thiết kế cổ điển.,,,,automatic,40.0,0.0
812,Movado Urban 45 Edition,Movado,mechanical,3387282,36,Mẫu Movado Urban 45 Edition của Movado - thiết kế cổ điển.,,,,automatic,40.0,0.0
813,Tag Heuer Pilot 252 Model,Tag Heuer,electronic,3341820,22,Mẫu Tag Heuer Pilot 252 Model của Tag Heuer - thiết kế hiện đại.,10.0,gps;heart_rate;sleep_tracking,wifi,,,
814,Orient Urban 959 Line,Orient,mechanical,4923549,30,Mẫu Orient Urban 959 Line của Orient - thiết kế cổ điển.,,,,manual,80.0,0.0
815,Invicta Voyager 903 X,Invicta,electronic,13236624,8,Mẫu Invicta Voyager 903 X của Invicta - thiết kế hiện đại.,1.0,nfc;music_control,wifi,,,
816,Hublot Urban 326 One,Hublot,mechanical,6728332,81,Mẫu Hublot Urban 326 One của Hublot - thiết kế cổ điển.,,,,automatic,36.0,0.0
817,Skagen Prime 809 Model,Skagen,electronic,5251369,6,Mẫu Skagen Prime 809 Model của Skagen - thiết kế hiện đại.,7.0,nfc;music_control;step_counter,gps,,,
818,Citizen Apex 810 One,Citizen,mechanical,1440659,65,Mẫu Citizen Apex 810 One của Citizen - thiết kế cổ điển.,,,,manual,80.0,0.0
819,Swatch Apex 532 S,Swatch,electronic,3095478,91,Mẫu Swatch Apex 532 S của Swatch - thiết kế hiện đại.,3.0,notifications;sleep_tracking;waterproof;music_control;nfc,gps,,,
820,Movado Classic 213 Line,Movado,electronic,13475827,57,Mẫu Movado Classic 213 Line của Movado - thiết kế hiện đại.,10.0,music_control;gps,none,,,
821,Hublot Voyager 161 Lite,Hublot,mechanical,4190674,10,Mẫu Hublot Voyager 161 Lite của Hublot - thiết kế cổ điển.,,,,automatic,80.0,1.0
822,Invicta Urban 236 One,Invicta,mechanical,1096572,65,Mẫu Invicta Urban 236 One của Invicta - thiết kế cổ điển.,,,,manual,48.0,0.0
823,Patek Philippe Urban 824 S,Patek Philippe,electronic,5096796,48,Mẫu Patek Philippe Urban 824 S của Patek Philippe - thiết kế hiện đại.,1.0,notifications;gps,none,,,
824,Swatch Sport 302 Z,Swatch,electronic,7935469,82,Mẫu Swatch Sport 302 Z của Swatch - thiết kế hiện đại.,1.0,waterproof;heart_rate;music_control,bluetooth,,,
825,Skagen Elite 342 Line,Skagen,mechanical,10289056,32,Mẫu Skagen Elite 342 Line của Skagen - thiết kế cổ điển.,,,,manual,72.0,0.0
826,Fossil Voyager 142 Z,Fossil,electronic,13729547,1,Mẫu Fossil Voyager 142 Z của Fossil - thiết kế hiện đại.,10.0,step_counter;music_control;nfc,gps,,,
827,Movado Classic 484 Z,Movado,electronic,14844482,19,Mẫu Movado Classic 484 Z của Movado - thiết kế hiện đại.,10.0,waterproof;gps;sleep_tracking;music_control,gps,,,
828,Movado Pilot 776 S,Movado,mechanical,10976400,59,Mẫu Movado Pilot 776 S của Movado - thiết kế cổ điển.,,,,manual,80.0,1.0
829,Fossil Heritage 789 X,Fossil,mechanical,3538979,57,Mẫu Fossil Heritage 789 X của Fossil - thiết kế cổ điển.,,,,automatic,42.0,1.0
830,Tissot Prime 966 Edition,Tissot,electronic,7747103,84,Mẫu Tissot Prime 966 Edition của Tissot - thiết kế hiện đại.,10.0,sleep_tracking;gps;waterproof,gps,,,
831,Hublot Pilot 307 Lite,Hublot,electronic,9010849,72,Mẫu Hublot Pilot 307 Lite của Hublot - thiết kế hiện đại.,10.0,nfc,wifi,,,
832,Tag Heuer Voyager 645 One,Tag Heuer,electronic,13749407,73,Mẫu Tag Heuer Voyager 645 One của Tag Heuer - thiết kế hiện đại.,10.0,music_control;gps;waterproof;heart_rate,gps,,,
833,Orient Urban 584 S,Orient,mechanical,9765548,38,Mẫu Orient Urban 584 S của Orient - thiết kế cổ điển.,,,,automatic,40.0,1.0
834,Hamilton Classic 847 One,Hamilton,electronic,7584893,23,Mẫu Hamilton Classic 847 One của Hamilton - thiết kế hiện đại.,2.0,music_control,none,,,
835,Omega Pilot 72 S,Omega,mechanical,1333071,66,Mẫu Omega Pilot 72 S của Omega - thiết kế cổ điển.,,,,automatic,40.0,0.0
836,Patek Philippe Heritage 161 Series,Patek Philippe,electronic,2372496,53,Mẫu Patek Philippe Heritage 161 Series của Patek Philippe - thiết kế hiện đại.,4.0,music_control,wifi,,,
837,Fossil Prime 443 S,Fossil,mechanical,2802328,73,Mẫu Fossil Prime 443 S của Fossil - thiết kế cổ điển.,,,,manual,60.0,1.0
838,Longines Prime 207 Edition,Longines,electronic,14870734,57,Mẫu Longines Prime 207 Edition của Longines - thiết kế hiện đại.,1.0,waterproof;step_counter;nfc;music_control,gps,,,
839,Movado Classic 755 Series,Movado,electronic,4674721,58,Mẫu Movado Classic 755 Series của Movado - thiết kế hiện đại.,3.0,music_control;step_counter;gps,gps,,,
840,Citizen Eco-Drive Heritage 469 X,Citizen Eco-Drive,mechanical,13707080,23,Mẫu Citizen Eco-Drive Heritage 469 X của Citizen Eco-Drive - thiết kế cổ điển.,,,,automatic,48.0,0.0
841,Timex Master 281 Z,Timex,electronic,4732399,8,Mẫu Timex Master 281 Z của Timex - thiết kế hiện đại.,7.0,notifications;waterproof,bluetooth,,,
842,Citizen Sport 517 Lite,Citizen,electronic,6446393,21,Mẫu Citizen Sport 517 Lite của Citizen - thiết kế hiện đại.,3.0,heart_rate;waterproof,bluetooth,,,
843,Longines Heritage 352 X,Longines,mechanical,12908711,50,Mẫu Longines Heritage 352 X của Longines - thiết kế cổ điển.,,,,automatic,36.0,0.0
844,Tissot Urban 687 S,Tissot,mechanical,7529009,8,Mẫu Tissot Urban 687 S của Tissot - thiết kế cổ điển.,,,,automatic,60.0,0.0
845,Longines Master 483 Pro,Longines,mechanical,12702657,21,Mẫu Longines Master 483 Pro của Longines - thiết kế cổ điển.,,,,automatic,60.0,1.0
846,Orient Pilot 760 X,Orient,mechanical,2942574,85,Mẫu Orient Pilot 760 X của Orient - thiết kế cổ điển.,,,,automatic,72.0,0.0
847,Swatch Master 222 Edition,Swatch,mechanical,13443972,68,Mẫu Swatch Master 222 Edition của Swatch - thiết kế cổ điển.,,,,automatic,48.0,0.0
848,Invicta Sport 400 Pro,Invicta,mechanical,6937807,76,Mẫu Invicta Sport 400 Pro của Invicta - thiết kế cổ điển.,,,,automatic,36.0,0.0
849,Timex Urban 931 Line,Timex,electronic,3399793,2,Mẫu Timex Urban 931 Line của Timex - thiết kế hiện đại.,4.0,heart_rate,none,,,
850,Citizen Elite 982 Series,Citizen,electronic,12055400,85,Mẫu Citizen Elite 982 Series của Citizen - thiết kế hiện đại.,2.0,heart_rate;waterproof,bluetooth,,,
851,Tag Heuer Pilot 642 Line,Tag Heuer,electronic,9557764,69,Mẫu Tag Heuer Pilot 642 Line của Tag Heuer - thiết kế hiện đại.,4.0,gps;notifications;music_control;heart_rate,none,,,
852,Seiko Heritage 670 Lite,Seiko,mechanical,673730,27,Mẫu Seiko Heritage 670 Lite của Seiko - thiết kế cổ điển.,,,,manual,40.0,1.0
853,Rolex Voyager 378 Edition,Rolex,electronic,1476303,27,Mẫu Rolex Voyager 378 Edition của Rolex - thiết kế hiện đại.,4.0,notifications;heart_rate;sleep_tracking,wifi,,,
854,Orient Voyager 333 X,Orient,mechanical,10329558,98,Mẫu Orient Voyager 333 X của Orient - thiết kế cổ điển.,,,,automatic,42.0,1.0
855,Tag Heuer Apex 70 Lite,Tag Heuer,electronic,755908,74,Mẫu Tag Heuer Apex 70 Lite của Tag Heuer - thiết kế hiện đại.,4.0,waterproof;step_counter;music_control;heart_rate,wifi,,,
856,Orient Prime 243 X,Orient,mechanical,11480063,79,Mẫu Orient Prime 243 X của Orient - thiết kế cổ điển.,,,,automatic,36.0,1.0
857,Omega Elite 156 X,Omega,mechanical,3463587,4,Mẫu Omega Elite 156 X của Omega - thiết kế cổ điển.,,,,automatic,72.0,0.0
858,Longines Urban 138 Pro,Longines,electronic,5104311,100,Mẫu Longines Urban 138 Pro của Longines - thiết kế hiện đại.,10.0,music_control,none,,,
859,Timex Urban 351 Line,Timex,electronic,3484353,6,Mẫu Timex Urban 351 Line của Timex - thiết kế hiện đại.,7.0,waterproof;step_counter,gps,,,
860,Hamilton Apex 645 Edition,Hamilton,electronic,1436945,62,Mẫu Hamilton Apex 645 Edition của Hamilton - thiết kế hiện đại.,1.0,heart_rate;sleep_tracking,wifi,,,
861,Tissot Sport 178 One,Tissot,electronic,8458283,26,Mẫu Tissot Sport 178 One của Tissot - thiết kế hiện đại.,2.0,gps;waterproof;sleep_tracking;music_control;nfc,wifi,,,
862,Timex Heritage 181 One,Timex,electronic,4110057,36,Mẫu Timex Heritage 181 One của Timex - thiết kế hiện đại.,5.0,waterproof;nfc;notifications;heart_rate,none,,,
863,Hamilton Apex 452 X,Hamilton,mechanical,7826742,94,Mẫu Hamilton Apex 452 X của Hamilton - thiết kế cổ điển.,,,,manual,80.0,1.0
864,Bulova Classic 781 X,Bulova,electronic,6697261,10,Mẫu Bulova Classic 781 X của Bulova - thiết kế hiện đại.,10.0,nfc;step_counter;sleep_tracking,wifi,,,
865,Longines Prime 465 Pro,Longines,mechanical,5939630,77,Mẫu Longines Prime 465 Pro của Longines - thiết kế cổ điển.,,,,manual,36.0,0.0
866,Bulova Elite 159 Line,Bulova,mechanical,560618,64,Mẫu Bulova Elite 159 Line của Bulova - thiết kế cổ điển.,,,,manual,48.0,0.0
867,Hublot Urban 394 S,Hublot,electronic,4963257,75,Mẫu Hublot Urban 394 S của Hublot - thiết kế hiện đại.,1.0,heart_rate;notifications;waterproof;step_counter,wifi,,,
868,Patek Philippe Prime 790 Lite,Patek Philippe,mechanical,7889321,62,Mẫu Patek Philippe Prime 790 Lite của Patek Philippe - thiết kế cổ điển.,,,,manual,72.0,1.0
869,Patek Philippe Elite 249 S,Patek Philippe,electronic,1000360,46,Mẫu Patek Philippe Elite 249 S của Patek Philippe - thiết kế hiện đại.,7.0,nfc,none,,,
870,Tissot Prime 254 One,Tissot,electronic,8885956,84,Mẫu Tissot Prime 254 One của Tissot - thiết kế hiện đại.,10.0,heart_rate;notifications,bluetooth,,,
871,Hublot Heritage 724 One,Hublot,electronic,14625111,10,Mẫu Hublot Heritage 724 One của Hublot - thiết kế hiện đại.,5.0,music_control;gps,gps,,,
872,Omega Pilot 991 Z,Omega,mechanical,10048048,48,Mẫu Omega Pilot 991 Z của Omega - thiết kế cổ điển.,,,,manual,72.0,0.0
873,Citizen Sport 652 One,Citizen,electronic,11762021,44,Mẫu Citizen Sport 652 One của Citizen - thiết kế hiện đại.,10.0,step_counter;sleep_tracking,wifi,,,
874,Hublot Prime 7 Model,Hublot,electronic,12337646,0,Mẫu Hublot Prime 7 Model của Hublot - thiết kế hiện đại.,1.0,music_control,gps,,,
875,Patek Philippe Master 181 Lite,Patek Philippe,electronic,3202801,17,Mẫu Patek Philippe Master 181 Lite của Patek Philippe - thiết kế hiện đại.,2.0,nfc;step_counter;heart_rate;waterproof,wifi,,,
876,Casio Master 829 Line,Casio,mechanical,4260603,52,Mẫu Casio Master 829 Line của Casio - thiết kế cổ điển.,,,,manual,72.0,0.0
877,Hamilton Sport 301 Series,Hamilton,mechanical,5977064,35,Mẫu Hamilton Sport 301 Series của Hamilton - thiết kế cổ điển.,,,,automatic,42.0,1.0
878,Bulova Apex 689 Series,Bulova,electronic,637845,34,Mẫu Bulova Apex 689 Series của Bulova - thiết kế hiện đại.,10.0,heart_rate,bluetooth,,,
879,Seiko Heritage 618 Z,Seiko,mechanical,14810004,97,Mẫu Seiko Heritage 618 Z của Seiko - thiết kế cổ điển.,,,,manual,48.0,0.0
880,Citizen Eco-Drive Heritage 345 Lite,Citizen Eco-Drive,electronic,10386970,43,Mẫu Citizen Eco-Drive Heritage 345 Lite của Citizen Eco-Drive - thiết kế hiện đại.,3.0,sleep_tracking;notifications,gps,,,
881,Casio Urban 895 Lite,Casio,mechanical,12190918,0,Mẫu Casio Urban 895 Lite của Casio - thiết kế cổ điển.,,,,manual,80.0,0.0
882,Tissot Classic 617 Series,Tissot,mechanical,13100577,35,Mẫu Tissot Classic 617 Series của Tissot - thiết kế cổ điển.,,,,automatic,42.0,0.0
883,Bulova Pilot 424 Line,Bulova,electronic,545372,81,Mẫu Bulova Pilot 424 Line của Bulova - thiết kế hiện đại.,10.0,heart_rate;sleep_tracking;nfc,bluetooth,,,
884,Tag Heuer Apex 240 One,Tag Heuer,electronic,7525774,94,Mẫu Tag Heuer Apex 240 One của Tag Heuer - thiết kế hiện đại.,5.0,sleep_tracking,gps,,,
885,Bulova Sport 752 X,Bulova,electronic,4761013,24,Mẫu Bulova Sport 752 X của Bulova - thiết kế hiện đại.,7.0,heart_rate;gps,gps,,,
886,Omega Pilot 896 S,Omega,electronic,2936766,57,Mẫu Omega Pilot 896 S của Omega - thiết kế hiện đại.,1.0,waterproof;gps;music_control;sleep_tracking,bluetooth,,,
887,Seiko Master 952 Lite,Seiko,mechanical,13588404,98,Mẫu Seiko Master 952 Lite của Seiko - thiết kế cổ điển.,,,,manual,40.0,0.0
888,Bulova Sport 682 Model,Bulova,mechanical,13879675,81,Mẫu Bulova Sport 682 Model của Bulova - thiết kế cổ điển.,,,,manual,36.0,0.0
889,Timex Voyager 785 One,Timex,mechanical,1437672,43,Mẫu Timex Voyager 785 One của Timex - thiết kế cổ điển.,,,,manual,72.0,0.0
890,Hublot Pilot 990 X,Hublot,electronic,12222488,28,Mẫu Hublot Pilot 990 X của Hublot - thiết kế hiện đại.,3.0,step_counter,bluetooth,,,
891,Tag Heuer Voyager 960 Line,Tag Heuer,mechanical,11296957,14,Mẫu Tag Heuer Voyager 960 Line của Tag Heuer - thiết kế cổ điển.,,,,manual,40.0,0.0
892,Movado Classic 319 Edition,Movado,electronic,9055867,24,Mẫu Movado Classic 319 Edition của Movado - thiết kế hiện đại.,10.0,music_control;nfc;notifications;gps,wifi,,,
893,Seiko Pilot 873 S,Seiko,mechanical,5080930,37,Mẫu Seiko Pilot 873 S của Seiko - thiết kế cổ điển.,,,,automatic,48.0,0.0
894,Citizen Eco-Drive Prime 150 Edition,Citizen Eco-Drive,electronic,9183764,39,Mẫu Citizen Eco-Drive Prime 150 Edition của Citizen Eco-Drive - thiết kế hiện đại.,5.0,step_counter,gps,,,
895,Fossil Apex 299 X,Fossil,electronic,1352783,42,Mẫu Fossil Apex 299 X của Fossil - thiết kế hiện đại.,2.0,waterproof;sleep_tracking,bluetooth,,,
896,Hamilton Apex 745 X,Hamilton,electronic,4836976,84,Mẫu Hamilton Apex 745 X của Hamilton - thiết kế hiện đại.,10.0,heart_rate;step_counter,gps,,,
897,Bulova Urban 776 X,Bulova,mechanical,6170415,67,Mẫu Bulova Urban 776 X của Bulova - thiết kế cổ điển.,,,,manual,42.0,0.0
898,Skagen Heritage 100 Model,Skagen,electronic,5189569,74,Mẫu Skagen Heritage 100 Model của Skagen - thiết kế hiện đại.,10.0,step_counter,gps,,,
899,Movado Master 453 S,Movado,electronic,4720683,18,Mẫu Movado Master 453 S của Movado - thiết kế hiện đại.,2.0,waterproof;sleep_tracking,bluetooth,,,
900,Movado Sport 695 Model,Movado,mechanical,5960059,54,Mẫu Movado Sport 695 Model của Movado - thiết kế cổ điển.,,,,automatic,36.0,1.0
901,Bulova Master 968 Edition,Bulova,mechanical,2201529,65,Mẫu Bulova Master 968 Edition của Bulova - thiết kế cổ điển.,,,,manual,60.0,0.0
902,Hublot Elite 35 Series,Hublot,electronic,3992404,62,Mẫu Hublot Elite 35 Series của Hublot - thiết kế hiện đại.,3.0,nfc;sleep_tracking;music_control;waterproof;heart_rate,gps,,,
903,Hublot Prime 648 S,Hublot,electronic,5826184,15,Mẫu Hublot Prime 648 S của Hublot - thiết kế hiện đại.,1.0,gps,gps,,,
904,Invicta Elite 24 One,Invicta,electronic,8808238,73,Mẫu Invicta Elite 24 One của Invicta - thiết kế hiện đại.,4.0,gps;music_control;step_counter,wifi,,,
905,Patek Philippe Prime 586 Model,Patek Philippe,mechanical,1941898,8,Mẫu Patek Philippe Prime 586 Model của Patek Philippe - thiết kế cổ điển.,,,,automatic,48.0,0.0
906,Skagen Pilot 803 Z,Skagen,mechanical,7584167,66,Mẫu Skagen Pilot 803 Z của Skagen - thiết kế cổ điển.,,,,automatic,80.0,1.0
907,Orient Master 883 One,Orient,electronic,10580630,0,Mẫu Orient Master 883 One của Orient - thiết kế hiện đại.,5.0,sleep_tracking;heart_rate;music_control;gps,wifi,,,
908,Citizen Pilot 263 Edition,Citizen,electronic,1726850,15,Mẫu Citizen Pilot 263 Edition của Citizen - thiết kế hiện đại.,5.0,sleep_tracking;step_counter;gps,gps,,,
909,Seiko Elite 308 Edition,Seiko,electronic,14220112,66,Mẫu Seiko Elite 308 Edition của Seiko - thiết kế hiện đại.,10.0,notifications;gps;step_counter,gps,,,
910,Invicta Urban 621 Z,Invicta,electronic,7903560,88,Mẫu Invicta Urban 621 Z của Invicta - thiết kế hiện đại.,1.0,waterproof,bluetooth,,,
911,Omega Elite 981 Model,Omega,mechanical,9231094,27,Mẫu Omega Elite 981 Model của Omega - thiết kế cổ điển.,,,,manual,42.0,1.0
912,Patek Philippe Sport 564 Pro,Patek Philippe,electronic,4279779,83,Mẫu Patek Philippe Sport 564 Pro của Patek Philippe - thiết kế hiện đại.,2.0,notifications;heart_rate;nfc;waterproof,wifi,,,
913,Citizen Prime 649 Line,Citizen,electronic,10859452,72,Mẫu Citizen Prime 649 Line của Citizen - thiết kế hiện đại.,7.0,nfc;waterproof;gps;notifications;music_control,gps,,,
914,Citizen Eco-Drive Elite 80 Pro,Citizen Eco-Drive,mechanical,2307008,14,Mẫu Citizen Eco-Drive Elite 80 Pro của Citizen Eco-Drive - thiết kế cổ điển.,,,,manual,36.0,0.0
915,Swatch Urban 797 Pro,Swatch,electronic,2621780,28,Mẫu Swatch Urban 797 Pro của Swatch - thiết kế hiện đại.,3.0,gps,gps,,,
916,Timex Heritage 975 Series,Timex,electronic,11849637,15,Mẫu Timex Heritage 975 Series của Timex - thiết kế hiện đại.,2.0,step_counter;notifications;waterproof;heart_rate;nfc,none,,,
917,Citizen Eco-Drive Sport 919 Edition,Citizen Eco-Drive,electronic,2975838,96,Mẫu Citizen Eco-Drive Sport 919 Edition của Citizen Eco-Drive - thiết kế hiện đại.,4.0,sleep_tracking;music_control,gps,,,
918,Tissot Prime 10 Z,Tissot,electronic,10841729,84,Mẫu Tissot Prime 10 Z của Tissot - thiết kế hiện đại.,2.0,music_control;step_counter,none,,,
919,Swatch Elite 695 One,Swatch,mechanical,6564534,58,Mẫu Swatch Elite 695 One của Swatch - thiết kế cổ điển.,,,,automatic,48.0,0.0
920,Invicta Prime 283 X,Invicta,electronic,8048623,91,Mẫu Invicta Prime 283 X của Invicta - thiết kế hiện đại.,10.0,step_counter;sleep_tracking,bluetooth,,,
921,Patek Philippe Urban 866 Series,Patek Philippe,electronic,9702812,9,Mẫu Patek Philippe Urban 866 Series của Patek Philippe - thiết kế hiện đại.,7.0,gps;notifications,bluetooth,,,
922,Omega Pilot 952 S,Omega,mechanical,12221030,1,Mẫu Omega Pilot 952 S của Omega - thiết kế cổ điển.,,,,manual,72.0,0.0
923,Tissot Apex 510 Z,Tissot,electronic,10434267,86,Mẫu Tissot Apex 510 Z của Tissot - thiết kế hiện đại.,5.0,music_control,bluetooth,,,
924,Seiko Heritage 720 Z,Seiko,electronic,11370185,31,Mẫu Seiko Heritage 720 Z của Seiko - thiết kế hiện đại.,7.0,heart_rate;step_counter;waterproof;gps;music_control,wifi,,,
925,Tissot Pilot 362 Edition,Tissot,mechanical,6629473,48,Mẫu Tissot Pilot 362 Edition của Tissot - thiết kế cổ điển.,,,,automatic,42.0,1.0
926,Timex Pilot 872 Series,Timex,mechanical,4705939,61,Mẫu Timex Pilot 872 Series của Timex - thiết kế cổ điển.,,,,manual,42.0,1.0
927,Movado Heritage 223 Pro,Movado,mechanical,13972081,82,Mẫu Movado Heritage 223 Pro của Movado - thiết kế cổ điển.,,,,automatic,48.0,0.0
928,Casio Urban 7 One,Casio,electronic,7175131,38,Mẫu Casio Urban 7 One của Casio - thiết kế hiện đại.,3.0,heart_rate,none,,,
929,Hamilton Heritage 364 Edition,Hamilton,electronic,1969398,62,Mẫu Hamilton Heritage 364 Edition của Hamilton - thiết kế hiện đại.,2.0,nfc,gps,,,
930,Bulova Classic 160 Pro,Bulova,mechanical,3778381,50,Mẫu Bulova Classic 160 Pro của Bulova - thiết kế cổ điển.,,,,manual,42.0,0.0
931,Hamilton Pilot 832 Pro,Hamilton,mechanical,2076077,56,Mẫu Hamilton Pilot 832 Pro của Hamilton - thiết kế cổ điển.,,,,manual,40.0,1.0
932,Patek Philippe Classic 368 Line,Patek Philippe,mechanical,2104652,36,Mẫu Patek Philippe Classic 368 Line của Patek Philippe - thiết kế cổ điển.,,,,automatic,40.0,0.0
933,Tag Heuer Classic 165 Line,Tag Heuer,mechanical,14251450,85,Mẫu Tag Heuer Classic 165 Line của Tag Heuer - thiết kế cổ điển.,,,,manual,36.0,0.0
934,Bulova Master 333 X,Bulova,electronic,7776949,94,Mẫu Bulova Master 333 X của Bulova - thiết kế hiện đại.,10.0,nfc;heart_rate;music_control;sleep_tracking,wifi,,,
935,Invicta Classic 786 Line,Invicta,mechanical,1254578,43,Mẫu Invicta Classic 786 Line của Invicta - thiết kế cổ điển.,,,,manual,60.0,0.0
936,Bulova Prime 289 S,Bulova,mechanical,1697916,54,Mẫu Bulova Prime 289 S của Bulova - thiết kế cổ điển.,,,,automatic,60.0,1.0
937,Hamilton Elite 288 Series,Hamilton,electronic,13030419,89,Mẫu Hamilton Elite 288 Series của Hamilton - thiết kế hiện đại.,2.0,waterproof;notifications;sleep_tracking;heart_rate,wifi,,,
938,Movado Master 235 Series,Movado,mechanical,2418289,4,Mẫu Movado Master 235 Series của Movado - thiết kế cổ điển.,,,,manual,40.0,1.0
939,Citizen Eco-Drive Elite 94 Edition,Citizen Eco-Drive,mechanical,6015113,67,Mẫu Citizen Eco-Drive Elite 94 Edition của Citizen Eco-Drive - thiết kế cổ điển.,,,,manual,72.0,0.0
940,Timex Urban 437 S,Timex,electronic,1389571,54,Mẫu Timex Urban 437 S của Timex - thiết kế hiện đại.,7.0,step_counter,bluetooth,,,
941,Rolex Urban 729 X,Rolex,mechanical,4081045,6,Mẫu Rolex Urban 729 X của Rolex - thiết kế cổ điển.,,,,automatic,36.0,1.0
942,Tag Heuer Elite 293 S,Tag Heuer,mechanical,4562311,77,Mẫu Tag Heuer Elite 293 S của Tag Heuer - thiết kế cổ điển.,,,,automatic,48.0,1.0
943,Bulova Urban 343 Pro,Bulova,mechanical,2117165,85,Mẫu Bulova Urban 343 Pro của Bulova - thiết kế cổ điển.,,,,automatic,72.0,0.0
944,Tissot Urban 370 Lite,Tissot,electronic,11272514,75,Mẫu Tissot Urban 370 Lite của Tissot - thiết kế hiện đại.,5.0,sleep_tracking;gps;notifications;nfc;music_control,gps,,,
945,Orient Master 645 One,Orient,mechanical,2245138,75,Mẫu Orient Master 645 One của Orient - thiết kế cổ điển.,,,,automatic,40.0,0.0
946,Orient Sport 965 Z,Orient,mechanical,9475650,38,Mẫu Orient Sport 965 Z của Orient - thiết kế cổ điển.,,,,manual,80.0,1.0
947,Tissot Classic 131 Line,Tissot,electronic,6564082,91,Mẫu Tissot Classic 131 Line của Tissot - thiết kế hiện đại.,3.0,sleep_tracking;nfc;waterproof;heart_rate;notifications,bluetooth,,,
948,Invicta Pilot 810 Edition,Invicta,electronic,2920559,35,Mẫu Invicta Pilot 810 Edition của Invicta - thiết kế hiện đại.,7.0,step_counter;heart_rate,bluetooth,,,
949,Fossil Heritage 507 Z,Fossil,electronic,13118708,9,Mẫu Fossil Heritage 507 Z của Fossil - thiết kế hiện đại.,2.0,music_control;step_counter;waterproof;sleep_tracking,none,,,
